gene,arabi-defline
Vigun08g187300,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
Vigun08g187400,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
Vigun08g187500,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
Vigun08g187600,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
Vigun08g187700,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
Vigun08g187800,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
Vigun08g188000,lipid transfer protein
Vigun08g188100,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
Vigun08g188300,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
Vigun08g190700,no annotation
Vigun08g192400,alpha/beta-Hydrolases superfamily protein
Vigun08g193400,Predicted AT-hook DNA-binding family protein
Vigun08g194000,no annotation
Vigun08g195500,no annotation
Vigun08g196400,F-box/RNI-like superfamily protein
Vigun08g201000,no annotation
Vigun08g203000,Pectin lyase-like superfamily protein
Vigun08g203100,Pectin lyase-like superfamily protein
Vigun08g203200,Pectin lyase-like superfamily protein
Vigun08g203300,Pectin lyase-like superfamily protein
Vigun08g203600,F-box/RNI-like superfamily protein
Vigun08g203800,no annotation
Vigun08g207700,no annotation
Vigun08g208300,multidrug resistance-associated protein 3
Vigun08g208600,"ytochrome p450, family 71, subfamily B, polypeptide 11"
Vigun08g209100,Pectin lyase-like superfamily protein
Vigun08g210800,cellulose synthase like E1
Vigun08g212700,Plant protein of unknown function (DUF868)
Vigun08g212900,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
Vigun08g215000,Transducin/WD40 repeat-like superfamily protein
Vigun08g215200,no annotation
Vigun08g217600,no annotation
Vigun08g218200,Mo25 family protein
Vigun08g219700,RPM1-interacting protein 4 (RIN4) family protein
Vigun08g223600,Plant regulator RWP-RK family protein
Vigun08g225100,no annotation
Vigun09g003700,no annotation
Vigun09g005600,no annotation
Vigun09g005700,"D-arabinono-1,4-lactone oxidase family protein"
Vigun09g006400,Glycosyl hydrolase superfamily protein
Vigun09g006600,Glycosyl hydrolase superfamily protein
Vigun09g008400,no annotation
Vigun09g008500,C2H2 and C2HC zinc fingers superfamily protein
Vigun09g010400,Chaperone DnaJ-domain superfamily protein
Vigun09g010900,polygalacturonase 4
Vigun09g011300,no annotation
Vigun09g012500,Protein of unknown function (DUF581)
Vigun09g013100,Pollen Ole e 1 allergen and extensin family protein
Vigun09g013300,3-ketoacyl-CoA synthase 21
Vigun09g015400,flowering promoting factor 1
Vigun09g016400,"nuclear factor Y, subunit B5"
Vigun09g017300,purine permease 4
Vigun09g017500,no annotation
Vigun09g017600,no annotation
Vigun09g018700,"cytochrome P450, family 81, subfamily D, polypeptide 3"
Vigun09g019900,no annotation
Vigun09g022000,Integrase-type DNA-binding superfamily protein
Vigun09g022100,Integrase-type DNA-binding superfamily protein
Vigun09g023400,Plant protein of unknown function (DUF247)
Vigun09g023600,no annotation
Vigun09g023700,no annotation
Vigun09g024000,NADH-Ubiquinone/plastoquinone (complex I) protein
Vigun09g024100,"Chloroplast Ycf2;ATPase, AAA type, core"
Vigun09g024200,no annotation
Vigun09g024300,Plant protein of unknown function (DUF247)
Vigun09g024900,heavy metal atpase 2
Vigun09g027800,low-molecular-weight cysteine-rich 57
Vigun09g028000,Eukaryotic aspartyl protease family protein
Vigun09g028900,ENTH/ANTH/VHS superfamily protein
Vigun09g029200,Plant invertase/pectin methylesterase inhibitor superfamily protein
Vigun09g029300,Plant invertase/pectin methylesterase inhibitor superfamily protein
Vigun09g029400,Plant invertase/pectin methylesterase inhibitor superfamily protein
Vigun09g029500,Plant invertase/pectin methylesterase inhibitor superfamily protein
Vigun09g029600,chloroplast import apparatus 2
Vigun09g029700,Plant invertase/pectin methylesterase inhibitor superfamily protein
Vigun09g029800,Plant invertase/pectin methylesterase inhibitor superfamily protein
Vigun09g029900,Plant invertase/pectin methylesterase inhibitor superfamily protein
Vigun09g030800,no annotation
Vigun09g031000,no annotation
Vigun09g031100,no annotation
Vigun09g031800,Auxin efflux carrier family protein
Vigun09g033500,cytokinin oxidase 2
Vigun09g036700,mechanosensitive channel of small conductance-like 10
Vigun09g036800,cell division cycle 48C
Vigun09g040400,no annotation
Vigun09g041400,flavin-dependent monooxygenase 1
Vigun09g043000,Plant invertase/pectin methylesterase inhibitor superfamily
Vigun09g043900,no annotation
Vigun09g044200,no annotation
Vigun09g044300,no annotation
Vigun09g044600,Cytidine/deoxycytidylate deaminase family protein
Vigun09g045300,no annotation
Vigun09g046500,no annotation
Vigun09g046700,Fasciclin-like arabinogalactan family protein
Vigun09g046900,Uncharacterised protein family (UPF0497)
Vigun09g047400,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
Vigun09g048400,"Beta-1,3-N-Acetylglucosaminyltransferase family protein"
Vigun09g049000,no annotation
Vigun09g049200,Glutaredoxin family protein
Vigun09g051900,Major facilitator superfamily protein
Vigun09g052200,RING/U-box superfamily protein
Vigun09g052700,"cytochrome P450, family 93, subfamily D, polypeptide 1"
Vigun09g053300,no annotation
Vigun09g055300,Auxin efflux carrier family protein
Vigun09g056000,NAD(P)-linked oxidoreductase superfamily protein
Vigun09g056800,no annotation
Vigun09g059600,no annotation
Vigun09g059800,reversibly glycosylated polypeptide 3
Vigun09g060900,no annotation
Vigun09g061100,EF hand calcium-binding protein family
Vigun09g061700,Eukaryotic aspartyl protease family protein
Vigun09g062600,HXXXD-type acyl-transferase family protein
Vigun09g062700,no annotation
Vigun09g064000,Protein kinase superfamily protein
Vigun09g066700,ENTH/ANTH/VHS superfamily protein
Vigun09g068200,no annotation
Vigun09g069400,no annotation
Vigun09g071100,no annotation
Vigun09g072100,Galactose mutarotase-like superfamily protein
Vigun09g072200,Galactose mutarotase-like superfamily protein
Vigun09g072300,BANQUO 3
Vigun09g073700,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Vigun09g074800,RWP-RK domain-containing protein
Vigun09g076500,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
Vigun09g076600,no annotation
Vigun09g077200,no annotation
Vigun09g078300,Pectate lyase family protein
Vigun09g081700,no annotation
Vigun09g082000,GDSL-like Lipase/Acylhydrolase superfamily protein
Vigun09g082100,GDSL-like Lipase/Acylhydrolase superfamily protein
Vigun09g083000,no annotation
Vigun09g083500,BURP domain-containing protein
Vigun09g083800,no annotation
Vigun09g084700,spermidine synthase 1
Vigun09g085900,no annotation
Vigun09g086900,myb domain protein 98
Vigun09g087300,no annotation
Vigun09g088300,KNOTTED1-like homeobox gene 6
Vigun09g089300,"Nucleic acid-binding, OB-fold-like protein"
Vigun09g090200,NADH-Ubiquinone/plastoquinone (complex I) protein
Vigun09g090300,no annotation
Vigun09g090600,no annotation
Vigun09g090700,no annotation
Vigun09g090800,no annotation
Vigun09g091300,Lateral organ boundaries (LOB) domain family protein
Vigun09g091700,Phototropic-responsive NPH3 family protein
Vigun09g091900,no annotation
Vigun09g092000,no annotation
Vigun09g092400,transcriptional factor B3 family protein
Vigun09g092600,cation/hydrogen exchanger 15
Vigun09g092900,F-box family protein
Vigun09g094100,no annotation
Vigun09g094200,no annotation
Vigun09g094300,no annotation
Vigun09g095200,"cytochrome P450, family 71, subfamily A, polypeptide 25"
Vigun09g095300,"cytochrome P450, family 71, subfamily A, polypeptide 25"
Vigun09g095400,ribosomal protein S12C
Vigun09g095500,"cytochrome P450, family 71, subfamily A, polypeptide 25"
Vigun09g095600,no annotation
Vigun09g095900,glyoxal oxidase-related protein
Vigun09g098700,no annotation
Vigun09g099100,Xanthine/uracil permease family protein
Vigun09g101500,endonuclease 4
Vigun09g103000,sugar transporter 1
Vigun09g103100,sugar transporter 1
Vigun09g103300,Nodulin MtN3 family protein
Vigun09g103600,no annotation
Vigun09g104000,no annotation
Vigun09g104100,fatty acyl-ACP thioesterases B
Vigun09g104200,fatty acyl-ACP thioesterases B
Vigun09g104800,no annotation
Vigun09g106200,purple acid phosphatase 27
Vigun09g106500,no annotation
Vigun09g106600,no annotation
Vigun09g106900,ribosomal protein S12B
Vigun09g107000,no annotation
Vigun09g107100,chloroplast ribosomal protein S15
Vigun09g107200,NAD(P)H dehydrogenase subunit H
Vigun09g107600,NADH-ubiquinone/plastoquinone oxidoreductase chain 4L
Vigun09g107700,"iron-sulfur cluster binding;electron carriers;4 iron, 4 sulfur cluster binding"
Vigun09g108200,no annotation
Vigun09g108900,no annotation
Vigun09g109400,ARF-GAP domain 1
Vigun09g110300,floral meristem identity control protein LEAFY (LFY)
Vigun09g111000,no annotation
Vigun09g112200,inhibitor-3
Vigun09g113300,Family of unknown function (DUF566) 
Vigun09g114000,no annotation
Vigun09g115300,no annotation
Vigun09g115400,cation/hydrogen exchanger 15
Vigun09g115600,no annotation
Vigun09g116400,"nuclear factor Y, subunit B7"
Vigun09g116500,no annotation
Vigun09g116600,gibberellin 20 oxidase 2
Vigun09g116900,Putative membrane lipoprotein
Vigun09g118100,no annotation
Vigun09g118800,no annotation
Vigun09g118900,Protein of unknown function (DUF674)
Vigun09g119100,Protein of unknown function (DUF674)
Vigun09g119200,no annotation
Vigun09g119300,Protein of unknown function (DUF674)
Vigun09g119400,Protein of unknown function (DUF674)
Vigun09g119500,Protein of unknown function (DUF674)
Vigun09g120500,Plant invertase/pectin methylesterase inhibitor superfamily protein
Vigun09g121200,cation/hydrogen exchanger 15
Vigun09g121400,no annotation
Vigun09g126400,nodulin MtN21 /EamA-like transporter family protein
Vigun09g127700,no annotation
Vigun09g127800,Protein kinase superfamily protein
Vigun09g128300,O-Glycosyl hydrolases family 17 protein
Vigun09g130400,Major facilitator superfamily protein
Vigun09g131600,electron carriers
Vigun09g131700,PETG
Vigun09g133000,zinc finger protein 7
Vigun09g133100,C2H2 and C2HC zinc fingers superfamily protein
Vigun09g133200,zinc finger protein 7
Vigun09g133900,Pectin lyase-like superfamily protein
Vigun09g135300,no annotation
Vigun09g136200,"Nucleic acid-binding, OB-fold-like protein"
Vigun09g138900,no annotation
Vigun09g143000,Plant invertase/pectin methylesterase inhibitor superfamily protein
Vigun09g146300,no annotation
Vigun09g146900,no annotation
Vigun09g147900,no annotation
Vigun09g150100,no annotation
Vigun09g152500,nucleotidyltransferases
Vigun09g152700,no annotation
Vigun09g153300,basic helix-loop-helix (bHLH) DNA-binding superfamily protein
Vigun09g156300,no annotation
Vigun09g156400,no annotation
Vigun09g156500,no annotation
Vigun09g156600,no annotation
Vigun09g157300,Flavin-binding monooxygenase family protein
Vigun09g159000,wall-associated kinase 2
Vigun09g159500,gibberellin 20 oxidase 2
Vigun09g159700,no annotation
Vigun09g160100,Chalcone and stilbene synthase family protein
Vigun09g161200,K-box region and MADS-box transcription factor family protein 
Vigun09g165200,no annotation
Vigun09g167100,nodulin MtN21 /EamA-like transporter family protein
Vigun09g169500,no annotation
Vigun09g172100,no annotation
Vigun09g172200,no annotation
Vigun09g172300,no annotation
Vigun09g172400,no annotation
Vigun09g173100,structural constituent of ribosome
Vigun09g173400,no annotation
Vigun09g173500,no annotation
Vigun09g173600,no annotation
Vigun09g174800,Protein of unknown function (DUF833)
Vigun09g175100,Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family
Vigun09g175900,pumilio 7
Vigun09g176100,Major facilitator superfamily protein
Vigun09g179800,no annotation
Vigun09g181900,kinase interacting family protein
Vigun09g184600,conserved peptide upstream open reading frame 45
Vigun09g186300,F-box and associated interaction domains-containing protein
Vigun09g186400,F-box and associated interaction domains-containing protein
Vigun09g188900,cytochrome  oxidase
Vigun09g190100,F-box and associated interaction domains-containing protein
Vigun09g191200,Protein of unknown function (DUF1677)
Vigun09g193100,RING/U-box superfamily protein
Vigun09g193200,Transducin/WD40 repeat-like superfamily protein
Vigun09g193400,tonoplast intrinsic protein 4;1
Vigun09g199300,Leucine-rich repeat protein kinase family protein
Vigun09g200300,no annotation
Vigun09g200900,no annotation
Vigun09g201700,FPF1-like protein 1
Vigun09g204900,gibberellin 3-oxidase 3
Vigun09g205100,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Vigun09g205200,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Vigun09g205400,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Vigun09g205500,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Vigun09g205600,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Vigun09g205700,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Vigun09g205900,Flavin-binding monooxygenase family protein
Vigun09g207400,no annotation
Vigun09g207500,no annotation
Vigun09g207700,Plant protein of unknown function (DUF247)
Vigun09g208900,RNA-dependent RNA polymerase 6
Vigun09g209000,Integrase-type DNA-binding superfamily protein
Vigun09g209100,phospholipase D alpha 3
Vigun09g209200,phospholipase D alpha 2
Vigun09g209300,phospholipase D alpha 1
Vigun09g210800,no annotation
Vigun09g211800,TOPLESS-related 1
Vigun09g215400,WRKY DNA-binding protein 40
Vigun09g217600,no annotation
Vigun09g221000,"cytochrome P450, family 72, subfamily A, polypeptide 8"
Vigun09g221100,"cytochrome P450, family 72, subfamily A, polypeptide 8"
Vigun09g222800,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Vigun09g225100,no annotation
Vigun09g225300,no annotation
Vigun09g225500,glycine decarboxylase P-protein 2
Vigun09g225600,myb-like transcription factor family protein
Vigun09g227000,no annotation
Vigun09g228200,1-amino-cyclopropane-1-carboxylate synthase 8
Vigun09g229000,no annotation
Vigun09g229100,no annotation
Vigun09g229300,basic leucine-zipper 7
Vigun09g230200,serine carboxypeptidase-like 19
Vigun09g230700,heptahelical protein 4
Vigun09g232900,cytochrome B5 isoform D
Vigun09g233200,ARM-repeat/Tetratricopeptide repeat (TPR)-like protein
Vigun09g233300,Gibberellin-regulated family protein
Vigun09g236500,HXXXD-type acyl-transferase family protein
Vigun09g237700,basic helix-loop-helix (bHLH) DNA-binding superfamily protein
Vigun09g240000,P-loop containing nucleoside triphosphate hydrolases superfamily protein
Vigun09g240100,no annotation
Vigun09g241400,Leucine-rich repeat (LRR) family protein
Vigun09g241700,Homeodomain-like superfamily protein
Vigun09g250200,SLAC1 homologue 1
Vigun09g250700,no annotation
Vigun09g251600,glyoxal oxidase-related protein
Vigun09g253000,no annotation
Vigun09g255000,GDSL-like Lipase/Acylhydrolase superfamily protein
Vigun09g257400,Pyridoxal-dependent decarboxylase family protein
Vigun09g260600,Domain of unknown function (DUF23)
Vigun09g262100,Seven transmembrane MLO family protein
Vigun09g263800,no annotation
Vigun09g266300,Arabidopsis protein of unknown function (DUF241)
Vigun09g266400,Arabidopsis protein of unknown function (DUF241)
Vigun09g267300,conserved peptide upstream open reading frame 2
Vigun09g267500,no annotation
Vigun09g271200,SAUR-like auxin-responsive protein family 
Vigun09g272000,SAUR-like auxin-responsive protein family 
Vigun09g272200,COBRA-like protein 2 precursor
Vigun09g274200,EXORDIUM like 2
Vigun09g274900,glycosyl hydrolase family 35 protein
Vigun09g275000,glycosyl hydrolase family 35 protein
Vigun09g275100,glycosyl hydrolase family 35 protein
Vigun09g275300,glycosyl hydrolase family 35 protein
Vigun09g275400,glycosyl hydrolase family 35 protein
